no.fibres,mean.prob,median.prob,sd.prob,Q3,Q1,margin,ci.lower,ci.upper
2214,1.1842502451225527e-4,1.0560893794095476e-4,1.106484354850189e-4,2.0856642130193348e-4,3.7003553529565976e-7,6.866253880762666e-6,1.115587706314926e-4,1.2529127839301792e-4
2215,1.1814891352122683e-4,1.0526842309751416e-4,1.1047089639635437e-4,2.0815110330706167e-4,3.6557561797435757e-7,6.855236748426485e-6,1.1129367677280034e-4,1.250041502696533e-4
2216,1.1787343456681922e-4,1.049289254517053e-4,1.1029362560708238e-4,2.077365017726556e-4,3.6116837853579947e-7,6.844236265324765e-6,1.1102919830149446e-4,1.2471767083214398e-4
2217,1.1759858635353144e-4,1.0459044242221625e-4,1.1011662268347005e-4,2.0732261594599724e-4,3.5681321033819207e-7,6.833252404542351e-6,1.1076533394898908e-4,1.2443183875807378e-4
2218,1.1732436758770678e-4,1.0425297143166806e-4,1.099398871923146e-4,2.0690944507289346e-4,3.5250951350321365e-7,6.822285139196977e-6,1.105020824485098e-4,1.2414665272690375e-4
2219,1.170507769775352e-4,1.0391650990662819e-4,1.097634187009528e-4,2.0649698839769377e-4,3.482566948438104e-7,6.811334442439866e-6,1.1023944253509533e-4,1.2386211141997505e-4
2220,1.1677781323304972e-4,1.0358105527761682e-4,1.0958721677726689e-4,2.06085245163299e-4,3.4405416779261716e-7,6.800400287456083e-6,1.0997741294559363e-4,1.235782135205058e-4
2221,1.1650547506612971e-4,1.0324660497912155e-4,1.0941128098969419e-4,2.056742146111797e-4,3.399013523312058e-7,6.789482647465143e-6,1.0971599241866457e-4,1.2329495771359485e-4
2222,1.1623376119049826e-4,1.0291315644960399e-4,1.0923561090723332e-4,2.0526389598138657e-4,3.3579767491996165e-7,6.778581495721393e-6,1.0945517969477687e-4,1.2301234268621966e-4
2223,1.1596267032172395e-4,1.0258070713151273e-4,1.0906020609945276e-4,2.0485428851256646e-4,3.3174256842873015e-7,6.767696805514537e-6,1.0919497351620942e-4,1.2273036712723848e-4
2224,1.1569220117721846e-4,1.0224925447128999e-4,1.0888506613649682e-4,2.044453914419726e-4,3.277354720681002e-7,6.756828550170016e-6,1.0893537262704844e-4,1.2244902972738847e-4
2225,1.1542235247623873e-4,1.0191879591938419e-4,1.0871019058909414e-4,2.040372040054816e-4,3.2373477937635217e-7,6.745976703049533e-6,1.0867637577318919e-4,1.2216832917928827e-4
2226,1.1515312293988543e-4,1.0158932893025806e-4,1.0853557902856398e-4,2.036297254376043e-4,3.197244357518222e-7,6.735141237551437e-6,1.08417981702334e-4,1.2188826417743687e-4
2227,1.1488451129110385e-4,1.0126085096239903e-4,1.0836123102682364e-4,2.0322295497150107e-4,3.157627644046356e-7,6.7243221271111905e-6,1.0816018916399266e-4,1.2160883341821503e-4
2228,1.1461651625468188e-4,1.0093335947832638e-4,1.0818714615639425e-4,2.028168918389918e-4,3.1184918947206867e-7,6.713519345201729e-6,1.0790299690948015e-4,1.2133003559988362e-4
2229,1.1434913655725318e-4,1.0060685194460443e-4,1.0801332399040926e-4,2.0241153527057412e-4,3.079831416877201e-7,6.70273286533398e-6,1.076464036919192e-4,1.2105186942258715e-4
2230,1.1408237092729388e-4,1.0028132583184756e-4,1.0783976410261913e-4,2.0200688449543175e-4,3.0416405830903457e-7,6.691962661057165e-6,1.0739040826623672e-4,1.2077433358835104e-4
2231,1.1381621809512438e-4,9.995677861473153e-5,1.0766646606739889e-4,2.0160293874145032e-4,3.00391383045659e-7,6.681208705959258e-6,1.0713500938916513e-4,1.2049742680108363e-4
2232,1.1355067679290825e-4,9.963320777200102e-5,1.0749342945975379e-4,2.0119969723522902e-4,2.966645659885105e-7,6.6704709736673455e-6,1.068802058192409e-4,1.202211477665756e-4
2233,1.1328574575465325e-4,9.931061078647967e-5,1.0732065385532616e-4,2.0079715920209493e-4,2.9298306353959335e-7,6.659749437848043e-6,1.066259963168052e-4,1.199454951925013e-4
2234,1.1302142371621014e-4,9.898898514507711e-5,1.071481388304008e-4,2.0039532386611431e-4,2.8934633834252534e-7,6.649044072207839e-6,1.063723796440023e-4,1.1967046778841797e-4
2235,1.1275770941527417e-4,9.86683283387995e-5,1.0697588396191178e-4,1.9999419045010805e-4,2.8575385921382065e-7,6.63835485049351e-6,1.0611935456478066e-4,1.1939606426576768e-4
2236,1.1249460159138226e-4,9.834863786275415e-5,1.0680388882744674e-4,1.9959375817565995e-4,2.822051010748196e-7,6.62768174649239e-6,1.0586691984488987e-4,1.1912228333787465e-4
2237,1.1223209898591653e-4,9.802991121616244e-5,1.0663215300525463e-4,1.9919402626313498e-4,2.786995448844313e-7,6.6170247340328484e-6,1.0561507425188368e-4,1.1884912371994938e-4
2238,1.1197020034210197e-4,9.771214590236467e-5,1.0646067607424994e-4,1.9879499393168847e-4,2.752366775724811e-7,6.606383786984559e-6,1.0536381655511741e-4,1.1857658412908653e-4
2239,1.1170890440500618e-4,9.739533942882791e-5,1.062894576140181e-4,1.983966603992785e-4,2.7181599197378547e-7,6.595758879258826e-6,1.0511314552574734e-4,1.1830466328426501e-4
2240,1.1144820992154076e-4,9.70794893071557e-5,1.061184972048217e-4,1.9799902488268052e-4,2.684369867629461e-7,6.5851499848089765e-6,1.0486305993673178e-4,1.1803335990634973e-4
2241,1.1118811564046032e-4,9.676459305309415e-5,1.0594779442760507e-4,1.9760208659749847e-4,2.6509916638977736e-07,6.574557077630643e-6,1.0461355856282968e-4,1.1776267271809096e-4
2242,1.1092862031236344e-4,9.645064818654109e-5,0.00010577734886400017,1.972058447581786e-4,2.6180204101544773e-7,6.563980131762127e-6,1.0436464018060131e-4,1.1749260044412557e-4
2243,1.1066972268969119e-4,9.613765223155145e-5,1.0560716009633058e-4,1.968102985780199e-4,2.585451264492533e-7,6.553419121284652e-6,1.0411630356840654e-4,1.1722314181097584e-4
2244,1.1041142152672773e-4,9.582560271634554e-5,1.0543722770761699e-4,1.9641544726918729e-4,2.553279440860731e-7,6.5428740203226965e-6,1.0386854750640503e-4,1.1695429554705043e-4
2245,1.1015371557960095e-4,9.551449717331686e-5,1.0526755128158221e-4,1.9602129004272465e-4,2.5215002084449864e-7,6.53234480304431e-6,1.0362137077655664e-4,1.1668606038264525e-4
2246,1.098966036062826e-4,9.520433313903957e-5,1.0509813040265615e-4,1.9562782610856773e-4,2.4901088910558406e-7,6.521831443661422e-6,1.0337477216262117e-4,1.1641843504994402e-4
2247,1.0964008436658608e-4,9.489510815427248e-5,1.0492896465597897e-4,1.9523505467555262e-4,2.459100866522196e-7,6.511333916430036e-6,1.0312875045015604e-4,1.1615141828301611e-4
2248,1.0938415662216945e-4,9.458681976396982e-5,1.047600536274075e-4,1.948429749514327e-4,2.428471566092176e-7,6.500852195650626e-6,1.0288330442651882e-4,1.1588500881782008e-4
2249,1.0912881913653317e-4,9.427946551728517e-5,1.0459139690351819e-4,1.9445158614288726e-4,2.3982164738394096e-7,6.4903862556683255e-6,1.0263843288086485e-4,1.1561920539220149e-4
2250,1.0887407067502113e-4,9.397304296757923e-5,1.0442299407161219e-4,1.9406088745553494e-4,2.3683311260761493e-7,6.479936070873235e-6,1.023941346041479e-4,1.1535400674589436e-4
2251,1.0861991000482089e-4,9.366754967242667e-5,1.0425484471971949e-4,1.936708780939461e-4,2.338811110772411e-7,6.469501615700688e-6,1.021504083891202e-4,1.1508941162052157e-4
2252,1.0836633589496249e-4,9.33629831936212e-5,1.040869484366025e-4,1.9328155726165317e-4,2.309652066981056e-7,6.4590828646314624e-6,1.0190725303033103e-4,1.1482541875959395e-4
2253,1.081133471163201e-4,9.305934109718356e-5,1.0391930481176085e-4,1.9289292416116492e-4,2.2808496842692693e-7,6.448679792192089e-6,1.0166466732412801e-4,1.145620269085122e-4
2254,1.0786094244161e-4,9.275662095336543e-5,1.0375191343543431e-4,1.925049779939748e-4,2.2523997021556128e-7,6.4382923729550226e-6,1.0142265006865497e-4,1.1429923481456502e-4
2255,1.0760912064539282e-4,9.245482033665828e-5,1.0358477389860777e-4,1.9211771796057693e-4,2.2242979095535877e-7,6.427920581538961e-6,1.0118120006385386e-4,1.1403704122693179e-4
2256,1.0735788050407225e-4,9.21539368257975e-5,1.034178857930142e-4,1.917311432604748e-4,2.196540144220556e-7,6.417564392609023e-6,1.0094031611146322e-4,1.1377544489668128e-4
2257,1.0710722079589427e-4,9.18539680037673e-5,1.032512487111379e-4,1.9134525309219276e-4,2.1691222922126196e-7,6.407223780876948e-6,1.0069999701501732e-4,1.1351444457677121e-4
2258,1.06857140300949e-4,9.1554911457809e-5,1.0308486224621904e-4,1.909600466532898e-4,2.1420402873455917e-7,6.3968987211013835e-6,1.0046024157984761e-4,1.1325403902205039e-4
2259,1.0660763780116977e-4,9.12567647794251e-5,1.0291872599225658e-4,1.905755231403698e-4,2.1152901106613226e-7,6.386589188088063e-6,1.002210486130817e-4,1.1299422698925783e-4
2260,1.0635871208033358e-4,9.095952556438553e-5,1.0275283954401187e-4,1.9019168174909387e-4,2.0888677898998482e-7,6.376295156690029e-6,9.998241692364355e-5,1.1273500723702361e-4
2261,1.0611036192405938e-4,9.066319141273097e-5,1.0258720249701091e-4,1.8980852167418892e-4,2.062769398976915e-7,6.366016601807774e-6,9.97443453222516e-5,1.1247637852586716e-4
2262,1.05862586119811e-4,9.036775992878157e-5,1.0242181444754918e-4,1.8942604210946397e-4,2.0369910574675628e-7,6.355753498389542e-6,9.950683262142145e-5,1.1221833961820053e-4
2263,1.0561538345689415e-4,9.00732287211387e-5,1.0225667499269309e-4,1.890442422478165e-4,2.0115289300945337e-7,6.345505821431414e-6,9.926987763546273e-5,1.1196088927832557e-4
2264,1.0536875272645865e-4,8.977959540269238e-5,1.0209178373028408e-4,1.8866312128124708e-4,1.986600732873806e-7,6.3352735459775686e-6,9.903347918048109e-5,1.1170402627243621e-4
2265,1.0512269272149773e-4,8.948685759062582e-5,1.0192714025894129e-4,1.8828267840086994e-4,1.9621866445851772e-7,6.325056647120443e-6,9.879763607437729e-5,1.1144774936861818e-4
2266,1.0487720223684746e-4,8.919501290641924e-5,1.0176274417806397e-4,1.8790291279692313e-4,1.938067276080417e-7,6.314855100000882e-6,9.856234713684658e-5,1.1119205733684834e-4
2267,1.0463228006918731e-4,8.890405897585561e-5,1.0159859508783454e-4,1.8752382365878035e-4,1.9142391476517162e-7,6.304668879808333e-6,9.832761118937897e-5,1.1093694894899565e-4
2268,1.0438792501703995e-4,8.861399342902477e-5,1.0143469258922114e-4,1.8714541017496197e-4,1.8906988195404024e-7,6.2944979617809984e-06,9.809342705525895e-5,1.1068242297882095e-4
2269,1.0414413588077137e-4,8.83248139003284e-5,1.0127103628398031e-4,1.8676767153314618e-4,1.8674428914947006e-7,6.284342321206005e-6,9.785979355956536e-5,1.1042847820197737e-4
2270,1.0390091146259068e-4,8.803651802848414e-5,1.0110762577465928e-4,1.8639060692017965e-4,1.844468002332058e-7,6.274201933419548e-6,9.762670952917114e-5,1.1017511339601023e-4
2271,1.036582505665503e-4,8.774910345653014e-5,1.0094446066459859e-4,1.860142155220888e-4,1.8217708295061868e-7,6.264076773807047e-6,9.739417379274325e-5,1.0992232734035734e-4
2272,1.0341615199854644e-4,8.746256783183006e-5,1.0078154055793469e-4,1.8563849652409158e-4,1.7993480886786662e-7,6.253966817803316e-6,9.716218518074312e-5,1.0967011881634976e-4
2273,1.0317461456631735e-4,8.717690880607496e-5,1.006188650596011e-4,1.852634491106053e-4,1.777196533294832e-7,6.243872040892627e-6,9.693074252542473e-5,1.0941848660720997e-4
2274,1.0293363707944501e-4,8.689212403528957e-5,1.004564337753317e-4,1.8488907246526053e-4,1.7553129541645706e-7,6.233792418608921e-6,9.669984466083608e-5,1.0916742949805394e-4
2275,1.0269321834935532e-4,8.660821117983644e-5,1.0029424631166285e-4,1.8451536577091175e-4,1.7336941790473161e-7,6.223727926535935e-6,9.646949042281938e-5,1.0891694627589126e-4
2276,1.0245335718931582e-4,8.632516790441701e-5,1.0013230227593415e-4,1.8414232820964497e-4,1.7123370722412238e-7,6.213678540307251e-6,9.623967864900857e-5,1.0866703572962307e-4
2277,1.0221405241443822e-4,8.604299187807865e-5,9.997060127629187e-5,1.8376995896279182e-4,1.691238534177222e-7,6.203644235606509e-6,9.601040817883171e-5,1.0841769665004473e-4
2278,1.0197530284167662e-4,8.576168077421597e-5,9.980914292168978e-5,1.833982572109379e-4,1.6703955010168477e-7,6.193624988167459e-6,9.578167785350916e-5,1.0816892782984408e-4
2279,1.0173710728982833e-4,8.548123227057573e-5,9.964792682189145e-5,1.8302722213393437e-4,1.649804944254709e-7,6.183620773774102e-6,9.555348651605422e-5,1.0792072806360243e-4
2280,1.0149946457953406e-4,8.520164404926027e-5,9.94869525874722e-5,1.8265685291090895e-4,1.6294638703250127e-7,6.173631568260811e-6,9.532583301127325e-5,1.0767309614779487e-4
2281,1.0126237353327646e-4,8.492291379672947e-5,9.932621982981978e-5,1.8228714872027419e-4,1.6093693202121918e-7,6.163657347512376e-6,9.509871618576409e-5,1.0742603088078884e-4
2282,1.0102583297538141e-4,8.464503920380549e-5,9.916572816113685e-5,1.8191810873973975e-4,1.589518369065884e-7,6.153698087464153e-6,9.487213488791725e-5,1.0717953106284557e-4
2283,1.0078984173201849e-4,8.43680179656767e-5,9.900547719444277e-5,1.8154973214632383e-4,1.5699081258199661e-7,6.143753764102183e-6,9.46460879679163e-5,1.0693359549612068e-4
2284,1.0055439863119844e-4,8.409184778189761e-5,9.884546654357352e-5,1.8118201811635938e-4,1.5505357328153175e-7,6.133824353463176e-6,9.442057427773526e-5,1.0668822298466162e-4
2285,1.0031950250277549e-4,8.3816526356395e-5,9.868569582318463e-5,1.808149658255082e-4,1.5313983654271153e-7,6.123909831634704e-6,9.419559267114078e-5,1.064434123344102e-4
2286,1.0008515217844633e-4,8.354205139746953e-5,9.85261646487518e-5,1.804485744487697e-4,1.5124932316957302e-7,6.1140101747552325e-6,9.39711420036911e-5,1.0619916235320157e-4
2287,9.985134649175025e-5,8.326818805514523e-5,9.836687263657232e-5,1.800828431604913e-4,1.4938175719617347e-7,6.10412535901421e-6,9.374722113273605e-5,1.0595547185076446e-4
2288,9.961808427806836e-5,8.299216977188394e-5,9.820781940376582e-5,1.7971777113437736e-4,1.4753686585046583e-7,6.0942553606521155e-6,9.352382891741625e-5,1.0571233963872048e-4
2289,9.938536437462489e-5,8.271701018783303e-5,9.80490045682762e-5,1.7935335754350158e-4,1.4571437951858462e-7,6.084400155960577e-6,9.330096421866431e-5,1.0546976453058546e-4
2290,9.915318562048607e-5,8.244270695593534e-5,9.789042774887213e-5,1.789896015603153e-4,1.439140317094881e-7,6.074559721282406e-6,9.307862589920366e-5,1.0522774534176848e-4
2291,9.892154685655942e-5,8.216925773368211e-5,9.773208856514753e-5,1.7862650235665658e-4,1.4213555901998432e-7,6.064734033011621e-6,9.28568128235478e-5,1.0498628088957104e-4
2292,9.869044692559539e-5,8.1896660183118e-5,9.757398663752368e-5,1.782640591037627e-4,1.4037870110015113e-7,6.054923067593586e-6,9.26355238580018e-5,1.0474536999318897e-4
2293,9.845988467218581e-5,8.162491197084174e-5,9.741612158724917e-5,1.7790227097227805e-4,1.3864320061910164e-7,6.045126801524998e-6,9.241475787066081e-5,1.045050114737108e-4
2294,9.822985894276473e-5,8.135739318207495e-5,9.72584930364012e-5,1.7754113713226493e-4,1.369288032311332e-7,6.0353452113539796e-6,9.219451373141076e-5,1.042652041541187e-4
2295,9.800036858560695e-5,8.109118247143834e-5,9.710110060788562e-5,1.7718065675321202e-4,1.3523525754222233e-7,6.02557827368007e-6,9.197479031192689e-5,1.0402594685928702e-4
2296,9.777141245083032e-5,8.08257913678209e-5,9.694394392543902e-5,1.7682082900404686e-4,1.335623150769107e-7,6.015825965154362e-6,9.175558648567596e-5,1.0378723841598468e-4
2297,9.75429893903923e-5,8.056121764335117e-5,9.678702261362735e-5,1.7646165305314142e-4,1.3190973024549892e-7,6.006088262479415e-6,9.153690112791288e-5,1.0354907765287172e-4
2298,9.731509825809231e-5,8.029745907452665e-5,9.663033629784804e-5,1.76103128068325e-4,1.3027726031164135e-7,5.996365142409382e-6,9.131873311568293e-5,1.0331146340050169e-4
2299,9.708773790957134e-5,8.003451344221537e-5,9.647388460433027e-5,1.757452532168934e-4,1.2866466536026436e-7,5.986656581750033e-6,9.11010813278213e-5,1.0307439449132137e-4
2300,9.686090720231044e-5,7.977237853165565e-5,9.631766716013467e-5,1.7538802766561663e-4,1.2707170826582645e-07,5.976962557358735e-6,9.088394464495172e-5,1.0283786975966917e-4
2301,9.66346049956322e-5,7.951105213245987e-5,9.616168359315473e-5,1.7503145058075099e-4,1.2549815466093606e-7,5.967283046144532e-6,9.066732194948766e-5,1.0260188804177674e-4
2302,9.640883015069888e-5,7.925053203861373e-5,9.600593353211604e-5,1.7467552112804553e-4,1.239437729052895e-7,5.957618025068109e-6,9.045121212563077e-5,1.0236644817576698e-4
2303,9.618358153051387e-5,7.899081604847981e-5,9.585041660657766e-5,1.7432023847275432e-4,1.2240833405496396e-7,5.9479674711418695e-06,9.0235614059372e-5,1.0213154900165574e-4
2304,9.595885799992018e-5,7.8731901964797e-5,9.56951324469314e-5,1.7396560177964355e-4,1.2089161183202076e-7,5.938331361429895e-6,9.002052663849029e-5,1.0189718936135008e-4
2305,9.573465842560153e-5,7.847021039543535e-5,9.554008068440295e-5,1.7361161021300293e-4,1.1939338259445836e-7,5.9287096730480085e-6,8.980594875255353e-5,1.0166336809864954e-4
2306,9.551098167608078e-5,7.820786857217727e-5,9.538526095105107e-5,1.7325826293665284e-4,1.179134253064658e-7,5.9191023831637345e-6,8.959187929291705e-5,1.0143008405924452e-4
2307,9.528782662172064e-5,7.794635179845779e-5,9.523067287976827e-5,1.729055591139549e-4,1.1645152150902064e-7,5.909509468996332e-6,8.937831715272431e-5,1.0119733609071697e-4
2308,9.506519213472286e-5,7.768565778010882e-5,9.507631610428042e-5,1.7255349790782018e-4,1.150074552907882e-7,5.899930907816775e-6,8.916526122690608e-5,1.0096512304253964e-4
2309,9.484307708912927e-5,7.74257842276125e-5,9.492219025914756e-5,1.7220207848072053e-4,1.1358101325935148e-7,5.890366676947802e-6,8.895271041218147e-5,1.0073344376607707e-4
2310,9.462148036081986e-5,7.716672885610011e-5,9.47682949797628e-5,1.718512999946946e-4,1.1217198451273284e-7,5.880816753763848e-6,8.874066360705602e-5,1.005022971145837e-4
2311,9.440040082751308e-5,7.690848938535401e-5,9.461462990235242e-5,1.715011616113582e-4,1.1078016061123758e-7,5.871281115691049e-6,8.852911971182203e-5,1.0027168194320414e-4
2312,9.417983736876644e-5,7.665000274219416e-5,9.446119466397635e-5,1.7115166249191427e-4,1.0940533554960664e-7,5.86175974020727e-6,8.831807762855917e-5,1.0004159710897372e-4
2313,9.395978886597568e-5,7.639143397182029e-5,9.430798890252756e-5,1.708028017971611e-4,1.0804730572946187e-7,5.852252604842077e-6,8.810753626113359e-5,9.981204147081776e-5
2314,9.374025420237355e-5,7.613368606489433e-5,9.415501225673119e-5,1.7045457868749964e-4,1.0670586993204492e-7,5.842759687176669e-6,8.789749451519689e-5,9.958301388955022e-5
2315,9.35212322630316e-5,7.587675671354304e-5,9.400226436614548e-5,1.7010699232294555e-4,1.0538082929127654e-7,5.8332809648439494e-6,8.768795129818766e-5,9.935451322787555e-5
2316,9.330272193485811e-5,7.562064361465898e-5,9.38497448711604e-5,1.6976004186313546e-4,1.0407198726708194e-7,5.823816415528427e-6,8.747890551932968e-5,9.912653835038654e-5
2317,9.308472210659798e-5,7.536534446990126e-5,9.36974534129973e-5,1.6941372646733574e-4,1.0277914961901624e-7,5.814366016966209e-6,8.727035608963176e-5,9.88990881235642e-5
2318,9.286723166883412e-5,7.511085698569849e-5,9.35453896337095e-5,1.6906804529445403e-4,1.0150212438019188e-7,5.804929746945025e-6,8.706230192188909e-5,9.867216141577915e-5
2319,9.265024951398498e-5,7.485717887324662e-5,9.339355317618057e-5,1.6872299750304439e-4,1.0024072183146e-7,5.7955075833041245e-6,8.685474193068085e-5,9.844575709728911e-5
2320,9.243377453630525e-5,7.460468753682224e-5,9.324194368412424e-5,1.683785822513176e-4,9.899475447589752e-8,5.78609950393428e-6,8.664767503237097e-5,9.821987404023953e-5
2321,9.221780563188591e-5,7.435851013187008e-5,9.309056080208426e-5,1.6803479869715047e-4,9.776403701356595e-8,5.776705486777763e-6,8.644110014510814e-5,9.799451111866368e-5
2322,9.200234169865344e-5,7.411310024970898e-5,9.29394041754334e-5,1.6769164599809346e-4,9.654838631654118e-8,5.767325509828292e-6,8.623501618882515e-5,9.776966720848173e-5
2323,9.178738163636846e-5,7.38684557571283e-5,9.278847345037216e-5,1.6734912331137783e-4,9.53476214042118e-8,5.757959551130952e-6,8.60294220852375e-5,9.754534118749941e-5
2324,9.15729243466281e-5,7.362457452535912e-5,9.263776827392983e-5,1.6700722979392789e-4,9.41615634188726e-8,5.748607588782254e-6,8.582431675784585e-5,9.732153193541035e-5
2325,9.135896873286252e-5,7.337754053128069e-5,9.248728829396175e-5,1.6666596460236533e-4,9.299003560154391e-8,5.7392696009299745e-6,8.561969913193254e-5,9.70982383337925e-5
2326,9.114551370033655e-5,7.313126911131861e-5,9.233703315914986e-5,1.6632532689301986e-4,9.183286326809247e-8,5.729945565773179e-6,8.541556813456337e-5,9.687545926610973e-5
2327,9.093255815614896e-5,7.28857777418138e-5,9.218700251900157e-5,1.6598531582193767e-4,9.068987378559656e-8,5.720635461562162e-6,8.52119226945868e-5,9.665319361771112e-5
2328,9.072010100923204e-5,7.264106422171193e-5,9.203719602384902e-5,1.656459305448893e-4,8.956089654897022e-8,5.711339266598395e-6,8.500876174263365e-5,9.643144027583043e-5
2329,9.050814117034975e-5,7.239712635461433e-5,9.188761332484722e-5,1.653071702173759e-4,8.844576295783756e-8,5.702056959234409e-6,8.480608421111534e-5,9.621019812958417e-5
2330,9.029667755210049e-5,7.215396194878155e-5,9.173825407397507e-5,1.6496903399464195e-4,8.734430639368878e-8,5.692788517873867e-6,8.460388903422662e-5,9.598946606997435e-5
2331,9.00857090689131e-5,7.191156881712864e-5,9.158911792403224e-5,1.646315210316783e-4,8.625636219724215e-8,5.683533920971358e-6,8.440217514794175e-5,9.576924298988445e-5
2332,8.987523463704954e-5,7.166994477722815e-5,9.144020452864012e-5,1.6429463048323498e-4,8.518176764609975e-8,5.674293147032471e-6,8.420094149001707e-5,9.554952778408201e-5
2333,8.966525317460207e-5,7.142908765130684e-5,9.129151354223921e-5,1.6395836150382546e-4,8.412036193261176e-8,5.665066174613617e-6,8.400018699998845e-5,9.533031934921569e-5
2334,8.945576360149438e-5,7.11889952662467e-5,9.114304462008918e-5,1.6362271324773725e-4,8.307198614200928e-8,5.655852982322041e-6,8.379991061917234e-5,9.511161658381641e-5
2335,8.924676483948025e-5,7.09496654535833e-5,9.099479741826705e-5,1.6328768486903843e-4,8.203648323076281e-8,5.646653548815717e-6,8.360011129066454e-5,9.489341838829596e-5
2336,8.903825581214386e-5,7.071109604950568e-5,9.084677159366676e-5,1.62953275521587e-4,8.101369800518889e-8,5.6374678528033e-6,8.340078795934055e-5,9.467572366494716e-5
2337,8.883023544489851e-5,7.047328489485464e-5,9.069896680399728e-5,1.6261948435903714e-4,8.000347710028056e-8,5.628295873044032e-6,8.320193957185447e-5,9.445853131794255e-5
2338,8.862270266498687e-5,7.023622983512261e-5,9.055138270778204e-5,1.622863105348489e-4,7.90056689587841e-8,5.619137588347689e-6,8.300356507663919e-5,9.424184025333456e-5
2339,8.841565640147937e-5,6.999992872045119e-5,9.040401896435692e-5,1.6195375320229342e-4,7.80201238104915e-8,5.609992977574467e-6,8.28056634239049e-5,9.402564937905383e-5
2340,8.820909558527579e-5,6.97643794056327e-5,9.025687523387035e-5,1.6162181151446492e-4,7.70466936517817e-8,5.600862019634984e-6,8.26082335656408e-5,9.380995760491077e-5
2341,8.800301914910222e-5,6.952957975010566e-5,9.01099511772804e-5,1.6129048462428368e-4,7.608523222536201e-8,5.591744693490098e-6,8.241127445561212e-5,9.359476384259231e-5
2342,8.779742602751235e-5,6.92955276179562e-5,8.996324645635464e-5,1.6095977168450705e-4,7.513559500025446e-8,5.582640978150906e-6,8.221478504936145e-5,9.338006700566326e-5
2343,8.75923151568868e-5,6.906222087791607e-5,8.981676073366867e-5,1.606296718477368e-4,7.419763915199645e-8,5.573550852678638e-6,8.201876430420817e-5,9.316586600956544e-5
2344,8.738768547543125e-5,6.882965740336002e-5,8.967049367260394e-5,1.6030018426642473e-4,7.327122354304914e-8,5.564474296184539e-6,8.182321117924672e-5,9.295215977161579e-5
2345,8.71835359231775e-5,6.859783507230613e-5,8.952444493734733e-5,1.5997130809288255e-4,7.235620870344248e-8,5.555411287829831e-6,8.162812463534767e-5,9.273894721100732e-5
2346,8.69798654419823e-5,6.83701232634799e-5,8.937861419288939e-5,1.5964304247928894e-4,7.145245681161985e-8,5.546361806825605e-6,8.14335036351567e-5,9.252622724880791e-5
2347,8.677667297552592e-5,6.814532184622599e-5,8.923300110502227e-5,1.5931538657769503e-4,7.055983167549434e-8,5.5373258324327026e-6,8.123934714309321e-5,9.231399880795862e-5
2348,8.657395746931378e-5,6.79212220706215e-5,8.908760534033966e-5,1.5898833954003605e-4,6.96781987137299e-8,5.528303343961697e-6,8.104565412535208e-5,9.210226081327548e-5
2349,8.637171787067286e-5,6.769782196455451e-5,8.894242656623342e-5,1.5866190051813374e-4,6.880742493720493e-8,5.519294320772694e-6,8.085242354990017e-5,9.189101219144556e-5
2350,8.616995312875408e-5,6.747511956021308e-5,8.879746445089382e-5,1.5833606866370804e-4,6.794737893070912e-8,5.510298742275348e-6,8.065965438647874e-5,9.168025187102943e-5
2351,8.596866219453002e-5,6.72494751142083e-5,8.865271866330708e-5,1.5801084312838274e-4,6.709793083482346e-8,5.5013165879287e-6,8.046734560660132e-5,9.146997878245872e-5
2352,8.576784402079377e-5,6.7020835173255307e-05,8.850818887325329e-5,1.576862230636911e-4,6.625895232800286e-8,5.492347837241059e-6,8.027549618355271e-5,9.126019185803483e-5
2353,8.556749756216057e-5,6.679293181296993e-5,8.836387475130634e-5,1.573622076210871e-4,6.543031660887442e-8,5.4833924697699915e-6,8.008410509239057e-5,9.105089003193057e-5
2354,8.536762177506482e-5,6.656784273679269e-5,8.821977596883074e-5,1.5703879595194888e-4,6.461189837870963e-8,5.474450465122124e-6,7.98931713099427e-5,9.084207224018695e-5
2355,8.516821561776069e-5,6.634852896232192e-5,8.807589219798076e-5,1.5671598720758793e-4,6.380357382410652e-8,5.465521802953095e-6,7.97026938148076e-5,9.063373742071378e-5
2356,8.496927805032149e-5,6.613140937147065e-5,8.793222311169882e-5,1.5639378053925647e-4,6.300522059986191e-8,5.456606462967447e-6,7.951267158735404e-5,9.042588451328894e-5
2357,8.477080803463821e-5,6.591496559710181e-5,8.778876838371319e-5,1.560721750981531e-4,6.221671781202774e-8,5.447704424918491e-6,7.932310360971972e-5,9.02185124595567e-5
2358,8.457280453441994e-5,6.569664611520388e-5,8.764552768853705e-5,1.5575117003543162e-4,6.143794600116613e-8,5.438815668608244e-6,7.91339888658117e-5,9.001162020302818e-5
2359,8.437526651519235e-5,6.547824441475991e-5,8.750250070146615e-5,1.55430764502207e-4,6.066878712578104e-8,5.429940173887288e-6,7.894532634130506e-5,8.980520668907964e-5
2360,8.417819294429707e-5,6.526053273305535e-5,8.735968709857709e-5,1.5511095764956227e-4,5.990912454593985e-8,5.421077920654657e-6,7.875711502364242e-5,8.959927086495173e-5
2361,8.398158279089118e-5,6.504350910145368e-5,8.721708655672572e-5,1.5479174862855584e-4,5.915884300707797e-8,5.412228888857742e-6,7.856935390203344e-5,8.939381167974893e-5
